4.108,-0.014,-1.356,1.078
4.125,-0.19,-1.375,0.974
4.14,-0.48,-1.468,1.014
4.156,-0.498,-1.644,1.102
4.172,-0.389,-1.149,1.585
4.188,0.221,-0.63,1.407
4.204,0.683,-0.578,1.236
4.221,0.658,-0.546,1.104
4.237,0.61,-0.406,0.973
4.253,0.807,-0.228,-0.014
4.27,1.189,0.002,-0.604
4.285,1.681,0.583,-0.814
4.301,3.144,4.036,0.647
4.317,-0.151,9.803,6.901
4.333,-0.151,9.803,6.901
4.348,0.064,2.441,-0.197
4.365,1.792,-4.08,-3.061
4.38,2.382,-6.417,-2.523
4.396,2.859,-5.742,-2.026
4.413,2.964,-4.744,-1.984
4.428,2.377,-2.609,-2.708
4.444,2.163,0.391,-2.211
4.46,1.136,1.674,-2.9
4.475,0.841,2.041,-2.787
4.491,0.2,1.249,-2.069
4.507,-0.147,0.836,-1.617
4.523,-0.662,0.488,-1.319
4.538,-2.245,0.446,1.269
4.555,-2.147,1.057,-0.609
4.57,-1.964,0.912,-0.816
4.586,-1.864,0.868,-0.32
4.603,-2.259,-0.214,0.527
4.618,-2.304,-0.402,0.446
4.634,-2.367,-0.581,0.145
4.65,-2.367,-0.581,0.145
4.665,-2.141,-0.073,-0.035
4.681,-1.654,0.153,0.103
4.698,-1.24,0.14,0.43
4.713,-1.086,0.165,0.645
4.729,-0.974,0.028,0.959
4.744,-0.256,0.375,1.597
4.759,-0.057,0.591,1.586
4.775,0.4,0.29,1.876
4.791,0.724,0.016,2.294
4.807,1.379,-0.075,3.085
4.822,1.596,-0.224,1.281
4.838,1.719,-0.201,0.407
4.855,1.686,0.189,0.056
4.87,1.027,1.187,-0.654
4.886,0.025,1.151,-0.53
4.903,-0.85,1.056,0.046
4.918,-1.369,0.889,0.695
4.934,-2.436,1.189,2.61
4.951,-3.152,2.518,8.746
4.966,-3.447,3.356,11.438
4.982,-3.138,4.305,9.042
4.999,-2.122,4.103,4.199
5.014,-2.4,4.591,6.38
5.03,-1.637,4.621,2.508
5.047,-0.91,3.958,0.504
5.063,1.707,1.436,-0.69
5.079,1.866,0.927,-1.852
5.096,1.809,0.781,-3.302
5.111,2.138,0.909,-5.145
5.127,1.064,0.893,-4.158
5.144,0.664,0.639,-3.532
5.159,0.519,0.86,-3.128
5.175,-0.093,1.11,-1.473
5.192,-0.093,1.11,-1.473
5.208,0.216,0.171,-1.079
5.224,0.342,-0.237,-2.151
5.24,0.859,-1.122,-2.65
5.256,1.089,-1.577,-2.213
5.271,1.051,-2.377,-3.242
5.288,1.051,-2.377,-3.242
5.304,1.429,-2.661,-2.956
5.319,2.237,-2.596,-2.544
5.335,3.114,-2.575,-1.749
5.351,3.399,-2.698,-1.185
5.366,3.4,-2.836,-0.194
5.382,2.735,-2.645,0.345
5.399,2.24,-2.374,0.52
5.414,1.118,-1.4,0.544
5.43,0.221,-0.544,1.177
5.445,-0.147,-0.234,2.522
5.46,-0.216,-0.203,2.531
5.476,-0.047,0.368,1.948
5.493,-0.229,1.443,2.655
5.508,-0.751,1.991,3.463
5.524,-1.283,2.323,3.756
5.54,-1.324,2.418,2.056
5.555,-0.581,1.381,1.568
5.571,0.398,0.455,1.618
5.587,2.514,-0.475,0.76
5.602,4.41,1.702,-0.546
5.618,5.486,4.479,-1.607
5.634,4.414,3.594,-0.415
5.649,2.643,1.416,-0.101
5.665,1.662,-1.161,0.008
5.682,1.575,-2.292,-0.972
5.697,1.141,-3.794,-2.093
5.713,1.082,-3.562,-2.489
5.729,1.157,-1.867,-2.944
5.744,1.048,1.553,-4.181
5.76,0.144,2.733,-4.703
5.777,-0.553,1.556,-3.344
5.792,-1.032,0.558,-2.847
5.808,-1.945,-1.055,-2.036
5.825,-1.945,-1.055,-2.036
5.841,-2.641,-1.574,-1.174
5.856,-2.541,-1.393,-0.689
5.871,-2.26,-0.406,-0.552
5.887,-2.215,0.876,-1.05
5.902,-2.096,1.301,-1.184
5.919,-2.011,1.267,-1.225
5.936,-1.736,0.647,-0.582
5.951,-0.935,-0.004,0.368
5.967,-0.61,-0.136,0.785
5.983,-0.317,-0.561,1.27
5.998,-0.14,-0.621,2.033
6.014,0.7,0.202,4.61
6.029,1.77,0.562,8.004
6.045,1.781,0.63,6.932
6.061,0.504,-0.027,1.713
6.077,1.214,0.383,1.92
6.092,1.336,0.113,-0.324
6.108,0.973,0.02,-0.624
6.125,0.76,0.416,-0.438
6.14,0.131,1.883,-0.432
6.156,-0.775,1.887,-0.4
6.173,-1.195,1.69,-0.256
6.188,-2.82,4.021,0.643
6.204,-4.695,4.639,2.987
6.221,-5.851,4.037,7.14
6.236,-5.749,3.612,10.888
6.251,-4.681,3.71,10.835
6.268,-0.93,3.455,6.42
6.283,0.056,2.049,4.509
6.299,0.228,1.084,0.974
6.315,1.198,2.289,-2.119
6.33,0.712,1.926,-4.386
6.346,-0.739,1.564,-5.922
6.362,-1.399,1.69,-5.126
6.377,-1.62,2.124,-4.197
6.393,0.457,1.914,-2.485
6.409,2.067,2.018,-1.574
6.425,1.938,1.86,-1.435
6.441,2.055,1.711,-0.817
6.457,2.839,-0.968,-3.41
6.472,2.632,-1.417,-3.309
6.488,2.342,-1.812,-2.333
6.505,1.893,-2.24,-2.005
6.521,2.318,-2.683,-2.611
6.536,2.369,-2.812,-1.91
6.552,3.169,-2.993,-0.838
6.568,3.387,-3.318,-1.058
6.583,3.308,-3.668,-1.324
6.598,2.207,-4.077,-0.742
6.614,1.225,-3.952,-0.768
6.629,0.813,-3.84,-0.95
6.645,0.402,-3.711,-1.009
6.661,-0.332,-3.37,-0.25
6.676,-0.704,-2.894,0.449
6.692,-3.126,1.778,3.634
6.707,-4.415,4.065,4.8
6.722,-6.049,7.914,5.89
6.738,-4.031,6.722,5.058
6.755,-2.289,5.306,3.515
6.77,0.768,2.566,0.808
6.786,3.792,0.722,0.017
6.803,6.197,2.15,-0.16
6.818,7.383,3.965,-0.84
6.834,8.454,4.774,-0.142
6.851,4.378,-0.75,0.124
6.866,2.993,-4.109,-2.806
6.882,2.149,-5.864,-2.2
6.899,2.591,-3.975,-3.053
6.914,2.959,-2.461,-3.903
6.93,3.2,0.593,-5.138
6.947,2.388,2.98,-5.762
6.962,1.719,3.426,-4.763
6.978,0.47,2.003,-2.914
6.995,-0.322,0.315,-2.512
7.01,-1.268,-0.707,-2.251
7.026,-1.817,-0.864,-1.071
7.043,-2.051,-0.863,-0.672
7.058,-2.758,0.128,-0.319
7.074,-2.802,-0.074,-0.12
7.09,-2.838,-0.205,-0.111
7.106,-2.009,0.242,-0.1
7.122,-1.186,0.559,0.464
7.138,-0.975,0.555,0.544
7.153,-0.739,0.412,0.742
7.168,-0.425,0.645,1.238
7.184,-0.143,0.825,1.972
7.2,0.302,0.258,1.998
7.215,0.656,-0.1,2.486
7.232,1.463,-0.588,3.813
7.248,1.765,-0.59,3.714
7.263,1.863,-0.425,3.031
7.279,1.891,-0.021,2.299
7.295,2.261,0.911,0.399
7.31,1.372,2.447,-0.177
7.326,0.605,2.771,0.801
7.342,0.36,2.359,1.349
7.357,-0.278,1.749,1.722
7.373,-1.509,1.292,2.469
7.39,-2.28,1.836,2.573
7.405,-3.27,3.453,1.313
7.421,-3.988,3.325,1.474
7.437,-5.152,2.278,4.529
7.452,-3.178,2.818,10.062
7.468,-2.141,3.628,9.441
7.485,1.002,2.319,3.317
7.499,0.926,2.236,3.046
7.515,0.234,2.256,2.624
7.531,0.234,2.256,2.624
7.546,0.7,3.82,-3.785
7.562,0.7,3.82,-3.785
7.578,1.11,1.935,-2.998
7.593,0.762,2.492,-1.509
7.609,1.159,2.379,-1.843
7.625,1.166,2.822,-1.554
7.641,1.154,1.71,-0.797
7.657,1.304,0.727,-1.945
7.674,1.853,-1.158,-3.089
7.689,1.405,-2.151,-2.08
7.705,1.064,-2.651,-2.901
7.721,1.266,-2.936,-2.777
7.736,2.674,-4.076,-2.444
7.752,2.992,-4.512,-2.5
7.769,3.01,-4.871,-2.751
7.784,2.836,-4.87,-2.686
7.8,2.544,-4.773,-2.603
7.816,1.972,-4.503,-2.056
7.832,1.745,-4.341,-2.004
7.847,1.241,-3.964,-1.784
7.862,-0.566,-1.969,0.862
7.878,-3.294,2.071,6.497
7.893,-5.374,5.15,10.907
7.909,-3.958,5.018,4.069
7.925,-1.975,4.333,2.053
7.94,0.007,3.908,1.69
7.956,1.988,3.535,2.608
7.973,6.558,2.962,5.779
7.988,7.858,4.522,3.354
8.005,9.454,6.585,-2.731
8.022,3.143,-4.317,-4.451
8.038,0.12,-5.575,-5.92
8.054,0.01,-3.851,-5.282
8.07,-0.095,-1.541,-5.873
8.085,0.265,2.655,-6.618
8.101,0.457,1.816,-6.274
8.117,-1.196,1.622,-5.737
8.132,-1.56,1.563,-5.469
8.148,-1.906,0.742,-4.6
8.164,-2.354,-0.505,-3.338
8.179,-2.139,-0.671,-2.225
8.195,-2.02,-0.071,-1.002
8.211,-1.84,-0.149,-0.46
8.226,-1.933,-0.52,-0.541
8.242,-1.593,-0.328,-0.462
8.259,-1.368,-0.046,-0.299
8.274,-1.344,0.098,-0.032
8.29,-0.912,0.667,1.241
8.306,-0.807,0.759,1.025
8.322,-0.588,0.946,1.385
8.338,-0.351,0.094,4.291
8.354,-0.585,0.036,3.645
8.371,-0.741,-0.21,2.863
8.386,-0.627,-0.111,1.621
8.402,-0.792,-0.301,0.546
8.418,-0.763,-0.316,0.428
8.433,-0.415,-0.293,0.677
8.449,-0.204,-0.471,0.827
8.465,0.319,-0.216,0.88
8.48,0.425,0.068,0.744
8.496,0.453,0.362,0.636
8.512,0.519,0.831,0.351
8.528,0.464,0.801,0.148
8.544,0.073,1.181,-0.489
8.56,-0.401,1.561,-0.691
8.574,-1.71,2.217,-0.569
8.59,-3.026,2.322,0.974
8.607,-3.733,2.27,2.337
8.623,-4.344,2.906,3.213
8.639,-6.083,4.594,5.566
8.656,-3.772,3.721,4.56
8.671,-3.291,3.319,5.736
8.687,-3.872,3.397,3.742
8.704,-4.245,3.124,1.856
8.718,-3.915,0.335,1.178
8.734,-1.927,-0.733,-1.628
8.751,-0.857,0.028,-2.972
8.766,-0.418,1.235,-4.24
8.782,-0.965,1.816,-3.499
8.799,-2.33,2.798,-3.182
8.815,-2.226,2.905,-3.009
8.831,-0.49,3.814,-2.421
8.847,-0.49,3.814,-2.421
8.862,1.774,1.63,-1.562
8.877,1.861,-0.297,-3.779
8.893,1.091,-1.61,-5.357
8.908,0.852,-1.799,-3.852
8.924,0.912,-1.881,-3.825
8.94,1.552,-2.924,-4.649
8.955,1.82,-2.857,-4.166
8.971,2.629,-2.356,-3.384
8.988,3.399,-2.289,-3.034
9.003,4.324,-2.461,-2.566
9.018,4.931,-3.779,-1.894
9.034,4.23,-4.644,-1.497
9.05,3.966,-4.622,-0.92
9.065,3.65,-4.376,-0.278
9.081,2.833,-3.268,0.966
9.097,2.528,-2.98,1.261
9.112,1.534,-1.894,2.781
9.128,0.746,-0.775,3.602
9.145,-2.432,4.653,5.201
9.16,-4.794,8.653,5.854
9.176,-7.812,7.889,3.971
9.192,-5.205,6.992,2.34
9.207,-3.027,4.998,0.56
9.223,-0.282,-2.4,-1.513
9.24,0.876,-3.35,-1.424
9.255,3.295,0.1,-1.957
9.271,4.336,2.623,-2.032
9.287,7.216,5.699,-1.469
9.302,6.931,3.143,-1.109
9.318,3.281,-1.191,-0.777
9.333,1.105,-4.565,0.383
9.348,1.394,-5.119,-0.156
9.364,1.698,-4.854,-1.472
9.38,1.698,-4.854,-1.472
9.396,2.027,-2.124,-2.586
9.412,1.874,1.344,-4.027
9.428,0.396,4.272,-4.365
9.443,-0.652,2.336,-2.327
9.459,-1.207,0.023,-1.32
9.475,-1.304,-0.335,-1.536
9.49,-1.304,-0.335,-1.536
9.506,-1.542,-0.238,-1.563
9.522,-1.363,-0.149,-0.915
9.537,-2.141,-0.111,-0.634
9.553,-2.141,-0.111,-0.634
9.569,-3.051,-1.01,-0.801
9.584,-2.564,-0.623,-0.943
9.599,-1.844,-0.215,-0.824
9.615,-1.484,-0.331,-0.839
9.631,-0.786,-0.669,-0.403
9.646,-0.561,-0.457,-0.252
9.662,-0.393,-0.277,0.093
9.678,-0.08,0.27,1.441
9.693,-0.061,0.443,1.921
9.709,0.225,1.275,5.466
9.725,0.375,1.451,8.648
9.74,-0.006,0.714,2.255
9.756,-0.797,0.522,1
9.772,-0.905,-0.063,0.563
9.787,-1.418,-0.57,-0.993
9.803,-1.565,-0.096,-1.03
9.819,-2.028,1.788,-0.362
9.834,-2.141,2.209,0.03
9.85,-2.683,3.216,0.1
9.866,-2.905,4.089,-0.059
9.881,-3.78,5.303,0.873
9.897,-3.003,4.903,12.311
9.913,-1.852,4.909,18.095
9.928,-0.437,5.054,2.736
9.944,-1.047,3.368,1.794
9.961,-0.497,-0.009,-0.184
9.976,0.503,-0.674,-0.896
9.992,2.764,2.511,-2.714
10.008,1.926,1.578,-3.189
10.022,0.681,1.656,-3.357
10.038,-0.326,2.567,-2.527
10.054,0.802,2.279,-1.318
10.069,0.975,1.922,-2.725
10.085,0.621,1.018,-3.75
10.102,0.621,1.018,-3.75
10.117,-0.351,-0.332,-3.527
10.133,1.104,-1.259,-2.471
10.149,2.251,-1.875,-3.617
10.164,2.521,-2.069,-3.839
10.18,2.919,-2.335,-3.419
10.195,3.679,-3.386,-2.431
10.21,4.633,-4.32,-2.237
10.227,4.793,-4.675,-2.066
10.244,4.52,-5.01,-1.233
10.259,4.52,-5.01,-1.233
10.275,3.128,-4.343,-0.327
10.29,2.114,-3.757,-0.37
10.306,1.723,-3.455,-0.189
10.321,0.228,-2.278,1.114
10.337,-0.564,-1.846,1.777
10.353,-2.154,0.849,3.281
10.368,-2.154,0.849,3.281
10.384,-5.957,8.343,5.753
10.4,-6.449,9.258,5.352
10.415,-3.57,7.107,3.45
10.431,0.049,3.654,2.2
10.447,3.058,0.923,1.172
10.463,4.307,0.416,0.936
10.479,5.293,0.457,1.001
10.496,9.592,3.544,1.351
10.511,7.848,1.15,0.622
10.527,3.215,-1.608,-1.313
10.544,2.695,-2.607,-2.671
10.559,2.163,-3.834,-2.81
10.574,2.491,-2.761,-4.655
10.59,2.721,-1.094,-4.922
10.605,2.823,0.973,-5.609
10.621,1.997,3.106,-5.72
10.637,0.345,1.97,-5.151
10.652,-0.116,1.112,-4.236
10.668,-0.116,1.112,-4.236
10.684,-1.756,-0.542,-3.905
10.7,-2.511,-0.879,-1.909
10.715,-2.797,-0.507,-0.854
10.731,-2.905,-0.05,-0.625
10.746,-3.277,0.333,-0.228
10.761,-3.366,0.394,-0.087
10.777,-2.879,0.261,0.409
10.793,-2.879,0.261,0.409
10.808,-1.978,0.742,1.081
10.825,-1.857,0.711,1.34
10.84,-1.536,0.329,2.144
10.855,-1.005,0.37,3.596
10.87,0.276,0.642,6.361
10.885,0.056,0.671,4.413
10.901,-0.618,0.02,2.859
10.917,-1.283,-0.999,1.003
10.932,-0.807,-0.959,0.286
10.948,-0.439,-0.475,0.751
10.964,-0.449,0.01,0.878
10.979,-0.716,0.037,1.016
10.995,-0.854,0.04,0.867
11.011,-1.145,0.519,0.173
11.027,-1.057,1.634,-0.679
11.042,-1.104,2.08,-0.863
11.058,-1.462,2.067,-0.805
11.074,-1.617,1.672,-0.753
11.089,-1.772,1.109,0.215
11.105,-1.714,1.299,2.145
11.121,-1.671,3.274,6.529
11.136,-3.638,5.089,5.822
11.152,-3.669,4.362,4.094
11.168,-4.376,3.998,2.143
11.183,-4.376,3.998,2.143
11.199,-1.47,0.124,0.702
11.216,-0.072,0.378,-0.982
11.231,1.49,2.51,-1.781
11.247,1.49,2.51,-1.781
11.263,1.646,2.246,-2.686
11.277,0.075,2.648,-3.038
11.292,0.325,2.94,-2.748
11.309,1.702,1.742,-2.019
11.325,1.503,1.791,-2.754
11.341,1.021,0.475,-4.148
11.357,1.021,0.475,-4.148
11.372,-0.784,-1.386,-2.854
11.388,0.223,-1.669,-3.142
11.404,1.598,-2.234,-4.531
11.419,2.37,-2.629,-3.882
11.435,2.701,-2.632,-3.616
11.452,3.67,-3.179,-2.684
11.468,4.154,-3.511,-2.348
11.484,4.51,-3.631,-2.246
11.5,4.528,-3.81,-2.232
11.516,3.559,-4.203,-1.088
11.531,3.242,-4.264,-0.65
11.548,2.798,-3.874,-0.631
11.562,2.777,-2.976,-0.411
11.578,2.723,-2.55,-0.217
11.594,1.296,-0.427,1.167
11.609,-0.134,0.747,2.083
11.624,-4.024,4.39,4.537
11.64,-6.19,5.879,4.137
11.657,-8.528,7.919,3.283
11.672,-8.528,7.919,3.283
11.688,-2.537,3.787,3.634
11.703,2.019,-0.118,1.109
11.718,2.968,-0.184,1
11.734,3.854,0.357,1.041
11.75,5.636,2.843,-0.527
11.765,4.37,1.727,-0.895
11.781,3.451,-0.227,-1.429
11.797,3.451,-0.227,-1.429
11.812,1.974,-4.323,-1.054
11.828,2.323,-4.242,-1.596
11.844,2.768,-3.05,-2.209
11.859,3.334,0.842,-3.712
11.875,3.139,4.534,-4.389
11.891,3.107,5.618,-3.976
11.906,1.014,-0.012,-2.207
11.922,0.484,-1.919,-2.173
11.939,-0.101,-2.797,-2.867
11.954,-0.101,-2.797,-2.867
11.97,-1.315,0.785,-1.882
11.986,-2.412,0.737,-1.178
12.001,-3.012,0.423,-0.928
12.017,-4.441,0.122,-1.946
12.033,-4.261,-0.641,-1.803
12.048,-3.789,-1.687,-0.475
12.064,-3.789,-1.687,-0.475
12.08,-2.535,-1.315,1.608
12.095,-2.192,-0.655,1.935
12.111,-1.59,0.16,2.346
12.127,-1.327,0.366,2.514
12.142,-0.212,0.428,7.672
12.158,0.803,1.871,4.703
12.174,0.803,1.871,4.703
12.19,-1.259,-0.461,-0.183
12.205,-0.944,-0.546,-0.932
12.221,-0.352,-0.449,-0.598
12.237,-0.352,-0.449,-0.598
12.252,-0.637,1.092,-0.818
12.267,-0.684,3.075,-0.936
12.283,-1.331,3.717,-0.817
12.298,-1.409,3.188,-0.581
12.314,-1.612,3.257,-0.152
12.33,-3.153,7.462,22.888
12.345,-3.153,7.462,22.888
12.361,-4.924,6.777,2.641
12.377,-5.856,4.832,-1.324
12.392,-6.246,2.163,-0.421
12.408,-5.142,0.537,-1.546
12.424,-0.25,0.526,-5.256
12.439,1.643,2.616,-4.402
12.455,2.974,2.821,-3.016
12.471,3.662,2.129,-1.545
12.486,3.662,2.129,-1.545
12.502,2.944,2.285,0.79
12.518,2.421,2.462,-1.532
12.533,1.652,1.751,-6.308
12.549,1.081,0.162,-4.893
12.565,0.541,-1.316,-1.738
12.581,2.657,-1.764,-3.103
12.597,3.21,-2.002,-3.231
12.613,3.529,-1.637,-3.363
12.628,3.529,-1.637,-3.363
12.644,4.997,-2.905,-2.424
12.661,5.193,-3.542,-2.255
12.676,4.899,-4.513,-1.254
12.692,4.665,-4.456,-0.873
12.709,3.039,-3.753,-0.805
12.725,0.561,-3.323,-1.466
12.74,0.561,-3.323,-1.466
12.756,-0.005,-2.573,-0.665
12.771,-0.244,-1.925,-0.1
12.785,-1.839,0.71,2.248
12.801,-2.888,1.316,3.225
12.817,-4.653,2.494,4.253
12.832,-4.445,2.643,3.68
12.848,-1.52,2.627,3.296
12.864,2.14,1.576,2.8
12.879,2.14,1.576,2.8
12.895,4.088,-0.671,0.48
12.911,4.962,-0.615,-0.19
12.926,6.083,0.195,-0.061
12.942,7.925,2.71,1.455
12.958,5.976,9.207,9.722
12.973,2.17,8.819,5.963
12.989,-0.22,-0.044,-9.948
